Dan.12.5	So I Daniel loked, Ꟶ beholde, there stode other two: one vpon thys shore of the water, the other vpon yonder syde.
Dan.12.6	And one of them sayd vnto hym, which was clothed in lynen and stode aboue vpon the waters of the floude. How longe shall it be to the ende of these wonderous worckes?
Dan.12.7	Then herde I the man wyth the lynen clothes, which stode aboue vpon the waters of the floude: when he helde vp hys ryght and left hande vnto heauen, and sware by hym whych lyueth for euer that it shall tary for a tyme, two tymes and halfe a tyme: Ꟶ when the power of the holy people is clene scatred abrode, then shall all these thynges be fulfylled.
Dan.12.8	I herde it well, but I vnderstode it not. Then sayde I: O my Lord, what shall happen after that?
Dan.12.9	He answered: Go thy waye Daniel, for these wordes shall be closed vp Ꟶ sealed, tyll the last tyme:
Dan.12.10	and many shalbe purifyed, clensed Ꟶ tryed. But the vngodly shall lyue wyckedly and those wicked (as many of them as they be) shall haue no vnderstandynge. As for soch as haue vnderstanding, they shall regarde it.
Dan.12.11	And from the tyme forth that the daylye offerynge shalbe put downe Ꟶ the abhominable desolation sett vp, there shalbe a .M.CCXC: daies
Dan.12.12	O well is hym, that wayteth, Ꟶ cometh to the thousande.iij.C. and .xxxv. dayes.
Dan.12.13	Go thou thy waye nowe tyll it be ended: take thy rest, and hyde thy lot, tyll the dayes haue an ende.
Dan.0.0	¶ The ende of the Prophecye of Daniel
